State,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,14.0,20.0,20.0,26.0,37.0,46.0,55.0,65.0,78.0,82.0,102.0,125.0,154.0,175.0,197.0,207.0,219.0,292.0,345.0,367.0,408.0,420.0,431.0,441.0,441.0,522.0,574.0,615.0,665.0,673.0,687.0,766.0,815.0,842.0,878.0,895.0,902.0,912.0,988.0,1029.0,1088.0,1125.0,1158.0,1165.0,1171.0,1233.0,1283.0,1319.0,1343.0,1388.0,1390.0,1392.0,1445.0,1482.0,1503.0,1535.0,1575.0,1585.0,1594.0,1634.0,1669.0,1690.0,1770.0,1804.0,1819.0,1824.0,1847.0,1896.0,1938.0,1970.0,2003.0
Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,14.0,17.0,23.0,25.0,27.0,27.0,33.0,39.0,41.0,41.0,43.0,44.0,45.0,48.0,51.0,54.0,54.0,54.0,56.0,56.0,58.0,58.0,60.0,62.0,62.0,63.0,63.0,63.0,65.0,66.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,72.0,73.0,73.0,73.0,74.0,76.0,76.0,76.0,78.0,78.0,78.0,78.0,81.0,82.0,82.0,82.0
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,8.0,11.0,16.0,18.0,26.0,29.0,47.0,65.0,72.0,99.0,139.0,157.0,209.0,244.0,274.0,307.0,380.0,462.0,528.0,596.0,677.0,720.0,720.0,868.0,948.0,1072.0,1132.0,1259.0,1290.0,1349.0,1468.0,1565.0,1688.0,1795.0,1875.0,1933.0,1983.0,2125.0,2214.0,2354.0,2456.0,2554.0,2616.0,2660.0,2838.0,2974.0,3110.0,3239.0,3347.0,3405.0,3458.0,3601.0,3791.0,3927.0,4057.0,4127.0,4176.0,4233.0,4377.0,4524.0,4607.0,4715.0,4790.0,4855.0,4884.0,4923.0,5083.0,5186.0,5270.0
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,5.0,9.0,14.0,19.0,24.0,29.0,35.0,44.0,47.0,57.0,75.0,90.0,111.0,133.0,154.0,185.0,210.0,244.0,269.0,304.0,332.0,367.0,392.0,412.0,440.0,473.0,515.0,552.0,582.0,616.0,641.0,673.0,708.0,750.0,789.0,817.0,843.0,879.0,910.0,943.0,963.0,1007.0,1062.0,1115.0,1132.0,1151.0,1213.0,1264.0,1295.0,1328.0,1362.0,1379.0,1411.0,1444.0,1481.0,1506.0,1550.0,1596.0,1607.0,1621.0,1675.0,1716.0,1764.0,1791.0,1812.0,1824.0,1831.0,1849.0,1870.0,1906.0,1946.0
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,7.0,9.0,11.0,11.0,11.0,17.0,25.0,26.0,27.0,27.0,31.0,34.0,41.0,41.0,43.0,53.0,60.0,64.0,74.0,75.0,79.0,83.0,90.0,96.0,107.0,112.0,118.0,127.0,136.0,148.0,162.0,170.0,175.0,183.0,187.0,206.0,218.0,230.0,242.0,251.0,264.0,270.0,288.0,306.0,318.0,336.0,346.0,351.0,355.0,366.0,381.0,400.0,418.0,444.0,449.0,456.0,463.0,485.0,500.0,520.0
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,9.0,10.0,10.0,13.0,16.0,21.0,22.0,25.0,30.0,38.0,42.0,48.0,55.0,56.0,62.0,69.0,77.0,81.0,85.0,87.0,94.0,102.0,102.0,112.0,114.0,114.0,120.0,122.0,126.0,128.0,134.0,135.0,141.0,142.0,145.0,156.0,161.0,164.0,164.0,168.0,173.0,173.0,179.0,184.0,185.0,189.0,192.0,194.0,194.0,195.0,197.0,201.0,203.0,203.0,204.0,204.0,207.0,209.0,210.0,213.0,213.0
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,9.0,10.0,10.0,11.0,18.0,20.0,31.0,37.0,40.0,45.0,59.0,62.0,66.0,79.0,90.0,94.0,96.0,105.0,115.0,121.0,129.0,137.0,144.0,148.0,154.0,171.0,185.0,191.0,200.0,205.0,208.0,213.0,225.0,235.0,240.0,248.0,248.0,253.0,261.0,275.0,283.0,294.0,298.0,304.0,304.0,311.0,321.0,326.0,328.0,332.0,334.0,334.0,346.0,366.0,376.0,386.0,391.0,391.0,391.0,391.0,394.0,400.0,409.0,418.0
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,7.0,10.0,14.0,20.0,20.0,34.0,45.0,65.0,83.0,119.0,137.0,153.0,185.0,238.0,268.0,309.0,370.0,408.0,476.0,512.0,580.0,650.0,700.0,753.0,804.0,837.0,837.0,1011.0,1101.0,1156.0,1213.0,1267.0,1296.0,1328.0,1405.0,1472.0,1540.0,1601.0,1643.0,1668.0,1695.0,1754.0,1798.0,1858.0,1922.0,1945.0,1964.0,1985.0,2035.0,2086.0,2128.0,2146.0,2186.0,2203.0,2232.0,2270.0,2313.0,2347.0,2381.0,2411.0,2423.0,2438.0,2457.0,2485.0,2505.0,2533.0,2560.0,2567.0,2585.0,2596.0,2616.0,2635.0,2680.0
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,7.0,7.0,9.0,10.0,10.0,10.0,12.0,14.0,16.0,17.0,19.0,19.0,19.0,20.0,23.0,26.0,29.0,32.0,34.0,35.0,36.0,39.0,44.0,47.0,50.0,50.0,51.0,51.0,52.0,53.0,55.0,56.0,57.0,57.0,61.0,62.0,62.0,63.0,64.0,64.0,65.0,65.0,66.0,69.0,69.0,70.0,70.0,71.0,73.0,73.0,73.0,75.0,77.0,78.0,78.0,79.0,81.0,84.0,85.0
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,10.0,15.0,15.0,17.0,30.0,35.0,41.0,53.0,67.0,91.0,103.0,124.0,138.0,171.0,206.0,235.0,235.0,292.0,331.0,392.0,347.0,371.0,421.0,446.0,489.0,544.0,592.0,592.0,695.0,708.0,800.0,849.0,924.0,985.0,1008.0,1092.0,1136.0,1162.0,1223.0,1277.0,1327.0,1377.0,1429.0,1467.0,1489.0,1558.0,1625.0,1674.0,1723.0,1772.0,1815.0,1840.0,1898.0,1949.0,1999.0,2044.0,2087.0,2148.0,2310.0,2314.0,2335.0,2362.0,2362.0
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,9.0,11.0,15.0,25.0,35.0,44.0,48.0,56.0,89.0,122.0,154.0,192.0,216.0,231.0,260.0,356.0,433.0,503.0,599.0,686.0,756.0,844.0,957.0,1108.0,1245.0,1404.0,1560.0,1705.0,1809.0,1961.0,2182.0,2360.0,2556.0,2730.0,2899.0,3003.0,3152.0,3405.0,3562.0,3716.0,3846.0,4004.0,4090.0,4212.0,4420.0,4552.0,4702.0,4840.0,4979.0,5108.0,5141.0,5315.0,5482.0,5592.0,5705.0,5797.0,5862.0,5938.0,6066.0,6148.0,6228.0,6304.0,6372.0,6416.0,6473.0,6547.0,6640.0,6718.0
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0,14.0,23.0,41.0,57.0,86.0,104.0,127.0,184.0,259.0,337.0,417.0,479.0,540.0,616.0,727.0,845.0,959.0,1076.0,1280.0,1391.0,1487.0,1487.0,1768.0,1921.0,2093.0,2227.0,2308.0,2390.0,2467.0,2702.0,2815.0,2979.0,3087.0,3275.0,3317.0,3408.0,3569.0,3672.0,3790.0,3867.0,4020.0,4049.0,4134.0,4178.0,4249.0,4342.0,4393.0,4525.0,4550.0,4583.0,4672.0,4711.0,4785.0,4823.0,4879.0,4890.0,4914.0,5016.0,5059.0,5127.0,5156.0,5219.0,5226.0,5239.0,5266.0,5334.0,5372.0,5406.0
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,9.0,10.0,10.0,17.0,18.0,22.0,24.0,29.0,30.0,34.0,39.0,50.0,57.0,64.0,70.0,70.0,78.0,86.0,94.0,111.0,121.0,134.0,143.0,160.0,179.0,200.0,221.0,244.0,272.0,286.0,301.0,319.0,343.0,370.0,394.0,418.0,427.0,455.0,485.0,508.0,534.0,558.0,578.0,591.0,614.0,638.0,663.0,683.0,700.0,721.0,730.0,747.0,777.0,809.0,841.0,851.0,868.0,881.0,899.0,932.0,967.0,996.0
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,6.0,6.0,6.0,14.0,15.0,18.0,21.0,25.0,29.0,35.0,43.0,51.0,59.0,66.0,75.0,81.0,92.0,95.0,95.0,110.0,121.0,128.0,139.0,151.0,158.0,169.0,183.0,193.0,201.0,209.0,220.0,226.0,229.0,239.0,249.0,260.0,280.0,291.0,303.0,310.0,342.0,374.0,396.0,407.0,419.0,429.0,434.0,456.0,464.0,479.0,492.0,510.0,521.0,528.0,554.0,570.0,580.0,596.0,616.0,625.0,635.0,652.0,670.0,693.0,710.0
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,9.0,10.0,12.0,13.0,14.0,18.0,19.0,19.0,23.0,33.0,38.0,53.0,58.0,79.0,98.0,110.0,111.0,111.0,135.0,149.0,154.0,167.0,177.0,178.0,179.0,191.0,209.0,220.0,264.0,275.0,276.0,290.0,316.0,320.0,331.0,339.0,353.0,354.0,360.0,378.0,398.0,419.0,451.0,474.0,484.0,489.0,524.0,542.0,562.0,577.0,590.0,596.0,607.0,618.0,630.0,661.0,671.0,676.0,681.0,685.0,686.0,696.0,707.0,738.0
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,12.0,12.0,12.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,70.0,72.0,75.0,78.0,79.0,79.0,82.0,86.0,91.0,92.0,96.0,99.0,101.0,103.0,107.0,113.0,118.0,122.0,122.0,124.0,128.0,135.0,141.0,145.0,145.0,148.0,148.0,151.0,161.0,162.0,168.0
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,6.0,10.0,10.0,10.0,14.0,15.0,18.0,26.0,32.0,38.0,43.0,46.0,46.0,58.0,59.0,80.0,85.0,102.0,102.0,102.0,102.0,102.0,102.0,154.0,158.0,168.0,174.0,175.0,179.0,190.0,206.0,214.0,216.0,222.0,223.0,235.0,247.0,253.0,253.0,269.0,273.0,273.0,278.0,297.0,305.0,313.0,318.0,322.0,322.0,330.0,341.0,348.0,360.0,362.0,365.0,365.0,377.0,377.0,377.0,396.0,406.0,408.0,410.0,410.0,413.0,421.0,424.0
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,9.0,9.0,9.0,13.0,18.0,21.0,22.0,23.0,23.0,23.0,27.0,32.0,34.0,37.0,38.0,41.0,42.0,42.0,48.0,51.0,53.0,60.0,60.0,60.0,60.0,66.0,72.0,81.0,84.0,86.0,86.0,92.0,111.0,114.0,121.0,131.0,133.0,133.0,142.0,150.0,151.0,159.0,171.0,172.0,172.0,182.0,190.0,199.0,204.0,208.0,209.0,210.0,214.0,223.0,232.0,238.0
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,9.0,11.0,16.0,24.0,27.0,44.0,62.0,80.0,108.0,140.0,161.0,198.0,265.0,355.0,537.0,646.0,837.0,917.0,1002.0,1232.0,1504.0,1692.0,1932.0,2183.0,2350.0,2350.0,2805.0,3156.0,3518.0,3840.0,4071.0,4205.0,4379.0,4756.0,4756.0,4756.0,5620.0,5866.0,5941.0,6047.0,6444.0,6773.0,7231.0,7538.0,7742.0,7870.0,7910.0,8244.0,8549.0,8801.0,8952.0,9115.0,9255.0,9310.0,9508.0,9702.0,9946.0,10138.0,10249.0,10356.0,10435.0,10586.0,10747.0,10843.0,10985.0,11080.0,11130.0,11143.0,11191.0,11339.0,11401.0,11531.0
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,7.0,10.0,11.0,12.0,12.0,13.0,16.0,17.0,19.0,20.0,26.0,26.0,31.0,31.0,44.0,51.0,53.0,55.0,58.0,58.0,71.0,78.0,84.0,93.0,99.0,99.0,105.0,112.0,123.0,131.0,138.0,150.0,150.0,162.0,169.0,172.0,181.0,191.0,200.0,208.0,219.0,231.0,242.0,253.0,253.0,253.0,270.0,276.0,283.0,294.0,302.0,308.0,317.0,320.0,325.0,329.0,335.0,344.0
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,22.0,30.0,50.0,48.0,77.0,139.0,192.0,284.0,408.0,546.0,694.0,991.0,1235.0,1569.0,1991.0,2490.0,3093.0,3831.0,4524.0,5431.0,6258.0,7268.0,8195.0,9148.0,10394.0,11112.0,12050.0,12908.0,13959.0,14725.0,15436.0,15997.0,16229.0,17689.0,18303.0,19141.0,19831.0,20382.0,20877.0,21471.0,21871.0,22237.0,22685.0,23070.0,23409.0,23752.0,23925.0,24462.0,24710.0,24977.0,25862.0,26158.0,26352.0,26582.0,26721.0,26881.0,27126.0,27267.0,27416.0,27551.0,27653.0,27786.0,27913.0,28047.0,28141.0,28287.0,28367.0,28450.0,28584.0,28693.0,28768.0,28859.0,28942.0,29020.0
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,6.0,8.0,10.0,16.0,19.0,24.0,31.0,33.0,46.0,53.0,65.0,74.0,80.0,81.0,81.0,108.0,116.0,131.0,152.0,164.0,171.0,179.0,212.0,241.0,253.0,269.0,289.0,299.0,306.0,341.0,354.0,378.0,399.0,420.0,422.0,430.0,452.0,477.0,507.0,527.0,544.0,547.0,550.0,577.0,594.0,615.0,641.0,652.0,659.0,661.0,691.0,702.0,716.0,727.0,736.0,743.0,753.0,765.0,794.0,794.0,859.0
